"Ranking","County","Adherents","Percent"
773,"Milam County, Texas",7592,30.67
2206,"Millard County, Utah",364,2.91
1112,"Mille Lacs County, Minnesota",5890,22.57
310,"Miller County, Arkansas",19930,45.86
728,"Miller County, Georgia",1960,32.00
573,"Miller County, Missouri",8906,35.99
1992,"Mills County, Iowa",1052,6.99
42,"Mills County, Texas",3286,66.57
1663,"Milwaukee County, Wisconsin",116298,12.27
1513,"Miner County, South Dakota",348,14.57
85,"Mineral County, Colorado",421,59.13
1848,"Mineral County, Montana",406,9.61
1791,"Mineral County, Nevada",497,10.41
1360,"Mineral County, West Virginia",4903,17.38
1206,"Mingo County, West Virginia",5462,20.35
1742,"Minidoka County, Idaho",2234,11.13
1620,"Minnehaha County, South Dakota",21832,12.88
1205,"Missaukee County, Michigan",3023,20.36
161,"Mississippi County, Arkansas",24845,53.45
720,"Mississippi County, Missouri",4614,32.14
1927,"Missoula County, Montana",8936,8.18
522,"Mitchell County, Georgia",8911,37.92
1561,"Mitchell County, Iowa",1491,13.84
910,"Mitchell County, Kansas",1738,27.27
62,"Mitchell County, North Carolina",9805,62.94
605,"Mitchell County, Texas",3309,35.19
570,"Mobile County, Alabama",149286,36.15
2177,"Modoc County, California",350,3.61
1689,"Moffat County, Colorado",1639,11.88
2013,"Mohave County, Arizona",13180,6.58
517,"Moniteau County, Missouri",5939,38.05
2221,"Monmouth County, New Jersey",16025,2.54
2211,"Mono County, California",395,2.78
1294,"Monona County, Iowa",1714,18.54
1948,"Monongalia County, West Virginia",7557,7.86
540,"Monroe County, Alabama",8597,37.27
235,"Monroe County, Arkansas",4033,49.49
1988,"Monroe County, Florida",5156,7.05
1073,"Monroe County, Georgia",6178,23.38
1128,"Monroe County, Illinois",7306,22.17
1662,"Monroe County, Indiana",16945,12.28
2017,"Monroe County, Iowa",520,6.52
368,"Monroe County, Kentucky",4749,43.32
1418,"Monroe County, Michigan",24845,16.34
453,"Monroe County, Mississippi",15001,40.56
688,"Monroe County, Missouri",2919,33.02
1932,"Monroe County, New York",60385,8.11
860,"Monroe County, Ohio",4168,28.47
1880,"Monroe County, Pennsylvania",15363,9.05
110,"Monroe County, Tennessee",25241,56.70
1299,"Monroe County, West Virginia",2491,18.45
1224,"Monroe County, Wisconsin",8916,19.96
506,"Montague County, Texas",7602,38.55
1644,"Montcalm County, Michigan",7948,12.55
2065,"Monterey County, California",23624,5.69
1609,"Montezuma County, Colorado",3334,13.06
780,"Montgomery County, Alabama",69894,30.47
541,"Montgomery County, Arkansas",3532,37.23
800,"Montgomery County, Georgia",2740,30.03
1012,"Montgomery County, Illinois",7424,24.66
1261,"Montgomery County, Indiana",7335,19.24
1762,"Montgomery County, Iowa",1164,10.84
861,"Montgomery County, Kansas",10083,28.43
964,"Montgomery County, Kentucky",6869,25.92
1767,"Montgomery County, Maryland",104377,10.74
151,"Montgomery County, Mississippi",5882,53.84
1141,"Montgomery County, Missouri",2682,21.92
2162,"Montgomery County, New York",1954,3.89
940,"Montgomery County, North Carolina",7373,26.52
1355,"Montgomery County, Ohio",93334,17.44
2001,"Montgomery County, Pennsylvania",54215,6.78
735,"Montgomery County, Tennessee",54831,31.82
952,"Montgomery County, Texas",119207,26.16
1406,"Montgomery County, Virginia",15609,16.54
1494,"Montmorency County, Michigan",1452,14.87
2139,"Montour County, Pennsylvania",798,4.37
1881,"Montrose County, Colorado",3721,9.01
2096,"Moody County, South Dakota",339,5.23
1024,"Moore County, North Carolina",21490,24.35
1101,"Moore County, Tennessee",1449,22.78
580,"Moore County, Texas",7862,35.89
2035,"Mora County, New Mexico",307,6.29
382,"Morehouse Parish, Louisiana",12005,42.91
229,"Morgan County, Alabama",59647,49.92
1587,"Morgan County, Colorado",3764,13.37
659,"Morgan County, Georgia",6041,33.81
1411,"Morgan County, Illinois",5851,16.46
1094,"Morgan County, Indiana",15772,22.89
1290,"Morgan County, Kentucky",2600,18.67
853,"Morgan County, Missouri",5887,28.63
1594,"Morgan County, Ohio",1999,13.28
496,"Morgan County, Tennessee",8556,38.91
1999,"Morgan County, West Virginia",1204,6.86
978,"Morrill County, Nebraska",1288,25.55
1435,"Morris County, Kansas",949,16.02
2091,"Morris County, New Jersey",25971,5.28
386,"Morris County, Texas",5540,42.83
1704,"Morrison County, Minnesota",3874,11.67
1656,"Morrow County, Ohio",4301,12.35
1947,"Morrow County, Oregon",880,7.88
1227,"Morton County, Kansas",643,19.89
1730,"Morton County, North Dakota",3107,11.31
35,"Motley County, Texas",831,68.68
627,"Moultrie County, Illinois",5148,34.68
2257,"Mountrail County, North Dakota",124,1.62
1877,"Mower County, Minnesota",3572,9.12
66,"Muhlenberg County, Kentucky",19645,62.37
1825,"Multnomah County, Oregon",73465,9.99
726,"Murray County, Georgia",12698,32.04
1588,"Murray County, Minnesota",1166,13.36
323,"Murray County, Oklahoma",6100,45.23
1962,"Muscatine County, Iowa",3262,7.63
635,"Muscogee County, Georgia",65368,34.43
1784,"Muskegon County, Michigan",18063,10.49
1655,"Muskingum County, Ohio",10638,12.36
163,"Muskogee County, Oklahoma",37906,53.40
2073,"Musselshell County, Montana",253,5.58
762,"Nacogdoches County, Texas",19925,30.88
2052,"Nance County, Nebraska",224,6.00
2259,"Nantucket County, Massachusetts",158,1.55
1838,"Napa County, California",13323,9.76
777,"Nash County, North Carolina",29265,30.54
783,"Nassau County, Florida",22310,30.43
2201,"Nassau County, New York",39923,2.98
810,"Natchitoches Parish, Louisiana",11747,29.69
1658,"Natrona County, Wyoming",9306,12.33
1614,"Navajo County, Arizona",13966,13.00
589,"Navarro County, Texas",17023,35.66
1044,"Nelson County, Kentucky",10421,23.99
2085,"Nelson County, North Dakota",168,5.37
712,"Nelson County, Virginia",4867,32.40
1270,"Nemaha County, Kansas",1937,19.03
1372,"Nemaha County, Nebraska",1243,17.15
1316,"Neosho County, Kansas",3000,18.17
276,"Neshoba County, Mississippi",14032,47.28
1886,"Ness County, Kansas",278,8.95
1127,"Nevada County, Arkansas",1996,22.19
1336,"Nevada County, California",17527,17.75
2044,"New Castle County, Delaware",32993,6.13
1121,"New Hanover County, North Carolina",45162,22.28
2163,"New Haven County, Connecticut",33484,3.88
1302,"New Kent County, Virginia",3386,18.37
2187,"New London County, Connecticut",9320,3.40
489,"New Madrid County, Missouri",7411,39.10
2150,"New York County, New York",66211,4.18
1525,"Newaygo County, Michigan",6971,14.39
1235,"Newberry County, South Carolina",7402,19.73
2249,"Newport County, Rhode Island",1522,1.84
1438,"Newport News city, Virginia",28837,15.96
975,"Newton County, Arkansas",2137,25.65
1103,"Newton County, Georgia",22731,22.74
1686,"Newton County, Indiana",1700,11.93
253,"Newton County, Mississippi",10496,48.32
501,"Newton County, Missouri",22497,38.71
1166,"Newton County, Texas",3091,21.40
1503,"Nez Perce County, Idaho",5793,14.75
1945,"Niagara County, New York",17174,7.93
1111,"Nicholas County, Kentucky",1611,22.58
1693,"Nicholas County, West Virginia",3098,11.81
1345,"Nicollet County, Minnesota",5750,17.57
1383,"Niobrara County, Wyoming",421,16.95
1535,"Noble County, Indiana",6777,14.26
1831,"Noble County, Ohio",1442,9.85
419,"Noble County, Oklahoma",4816,41.66
1307,"Nobles County, Minnesota",3912,18.30
1312,"Nodaway County, Missouri",4259,18.22
303,"Nolan County, Texas",7029,46.19
1690,"Nome Census Area, Alaska",1127,11.87
1374,"Norfolk city, Virginia",41600,17.13
2254,"Norfolk County, Massachusetts",11323,1.69
1654,"Norman County, Minnesota",849,12.39
2118,"North Slope Borough, Alaska",453,4.80
1525,"Northampton County, North Carolina",3180,14.39
2054,"Northampton County, Pennsylvania",17794,5.98
1599,"Northampton County, Virginia",1636,13.21
1794,"Northumberland County, Pennsylvania",9794,10.36
1266,"Northumberland County, Virginia",2359,19.13
1147,"Northwest Arctic Borough, Alaska",1644,21.85
505,"Norton city, Virginia",1528,38.61
703,"Norton County, Kansas",1851,32.64
1087,"Nottoway County, Virginia",3653,23.04
1024,"Nowata County, Oklahoma",2566,24.35
1082,"Noxubee County, Mississippi",2669,23.12
1326,"Nuckolls County, Nebraska",808,17.96
1226,"Nueces County, Texas",67711,19.90
1893,"Nye County, Nevada",3887,8.84
1615,"Oakland County, Michigan",155826,12.96
96,"Obion County, Tennessee",18444,57.99
880,"O'Brien County, Iowa",4036,28.03
2223,"Ocean County, New Jersey",14510,2.52
2000,"Oceana County, Michigan",1819,6.85
407,"Ochiltree County, Texas",4306,42.12
533,"Oconee County, Georgia",12353,37.65
281,"Oconee County, South Carolina",34998,47.12
1318,"Oconto County, Wisconsin",6833,18.14
1690,"Ogemaw County, Michigan",2576,11.87
1806,"Ogle County, Illinois",5464,10.21
1264,"Oglethorpe County, Georgia",2855,19.16
1356,"Ohio County, Indiana",1068,17.43
162,"Ohio County, Kentucky",12741,53.44
1888,"Ohio County, West Virginia",3963,8.92
955,"Okaloosa County, Florida",47236,26.12
1615,"Okanogan County, Washington",5331,12.96
1057,"Okeechobee County, Florida",9482,23.71
387,"Okfuskee County, Oklahoma",5215,42.78
322,"Oklahoma County, Oklahoma",325241,45.26
183,"Okmulgee County, Oklahoma",20771,51.84
877,"Oktibbeha County, Mississippi",13385,28.08
1207,"Oldham County, Kentucky",12266,20.34
286,"Oldham County, Texas",964,46.98
2285,"Oliver County, North Dakota",,
1308,"Olmsted County, Minnesota",26365,18.28
2269,"Oneida County, Idaho",45,1.05
2163,"Oneida County, New York",9119,3.88
1531,"Oneida County, Wisconsin",5151,14.31
2082,"Onondaga County, New York",25349,5.43
1364,"Onslow County, North Carolina",30825,17.34
2112,"Ontario County, New York",5366,4.97
1682,"Ontonagon County, Michigan",812,11.98
1716,"Orange County, California",345893,11.49
1277,"Orange County, Florida",216980,18.93
1030,"Orange County, Indiana",4811,24.25
2164,"Orange County, New York",14437,3.87
1671,"Orange County, North Carolina",16239,12.14
402,"Orange County, Texas",34585,42.26
2261,"Orange County, Vermont",438,1.51
924,"Orange County, Virginia",8998,26.87
843,"Orangeburg County, South Carolina",26734,28.90
417,"Oregon County, Missouri",4537,41.70
2109,"Orleans County, New York",2163,5.04
2198,"Orleans County, Vermont",822,3.02
1847,"Orleans Parish, Louisiana",33089,9.62
1449,"Osage County, Kansas",2573,15.79
1565,"Osage County, Missouri",1915,13.80
960,"Osage County, Oklahoma",12337,25.99
1092,"Osborne County, Kansas",884,22.91
1584,"Osceola County, Florida",36206,13.48
1517,"Osceola County, Iowa",938,14.52
1375,"Osceola County, Michigan",4028,17.12
1467,"Oscoda County, Michigan",1334,15.44
2133,"Oswego County, New York",5504,4.51
1763,"Otero County, Colorado",2037,10.82
1551,"Otero County, New Mexico",8947,14.02
2107,"Otoe County, Nebraska",797,5.06
1871,"Otsego County, Michigan",2224,9.20
2203,"Otsego County, New York",1829,2.94
1803,"Ottawa County, Kansas",624,10.24
921,"Ottawa County, Michigan",71034,26.93
2068,"Ottawa County, Ohio",2342,5.65
83,"Ottawa County, Oklahoma",18851,59.19
984,"Otter Tail County, Minnesota",14569,25.42
190,"Ouachita County, Arkansas",13411,51.34
412,"Ouachita Parish, Louisiana",64281,41.82
2083,"Ouray County, Colorado",240,5.41
1333,"Outagamie County, Wisconsin",31447,17.80
935,"Overton County, Tennessee",5879,26.62
1544,"Owen County, Indiana",3051,14.14
210,"Owen County, Kentucky",5463,50.39
1233,"Owsley County, Kentucky",939,19.75
1988,"Owyhee County, Idaho",813,7.05
2092,"Oxford County, Maine",3045,5.27
1557,"Ozark County, Missouri",1352,13.91
1393,"Ozaukee County, Wisconsin",14469,16.75
2055,"Pacific County, Washington",1244,5.95
1313,"Page County, Iowa",2902,18.21
1480,"Page County, Virginia",3650,15.18
1757,"Palm Beach County, Florida",143738,10.89
1472,"Palo Alto County, Iowa",1444,15.33
325,"Palo Pinto County, Texas",12679,45.10
1334,"Pamlico County, North Carolina",2336,17.77
683,"Panola County, Mississippi",11538,33.24
663,"Panola County, Texas",8003,33.63
2003,"Park County, Colorado",1094,6.75
1949,"Park County, Montana",1226,7.84
1649,"Park County, Wyoming",3518,12.47
1122,"Parke County, Indiana",3861,22.27
365,"Parker County, Texas",50787,43.43
239,"Parmer County, Texas",5036,49.04
1872,"Pasco County, Florida",42599,9.17
1003,"Pasquotank County, North Carolina",10148,24.96
2157,"Passaic County, New Jersey",20164,4.02
764,"Patrick County, Virginia",5704,30.85
1263,"Paulding County, Georgia",27282,19.17
1551,"Paulding County, Ohio",2749,14.02
1518,"Pawnee County, Kansas",1012,14.51
1408,"Pawnee County, Nebraska",458,16.52
362,"Pawnee County, Oklahoma",7231,43.62
1790,"Payette County, Idaho",2360,10.43
761,"Payne County, Oklahoma",23907,30.91
845,"Peach County, Georgia",7996,28.87
266,"Pearl River County, Mississippi",26655,47.74
1394,"Pecos County, Texas",2596,16.74
1716,"Pembina County, North Dakota",852,11.49
201,"Pemiscot County, Missouri",9265,50.64
1930,"Pend Oreille County, Washington",1057,8.13
1307,"Pender County, North Carolina",9557,18.30
237,"Pendleton County, Kentucky",7322,49.22
1104,"Pendleton County, West Virginia",1749,22.73
1882,"Pennington County, Minnesota",1254,9.00
1426,"Pennington County, South Dakota",16338,16.18
2114,"Penobscot County, Maine",7523,4.89
1412,"Peoria County, Illinois",30685,16.45
1963,"Pepin County, Wisconsin",568,7.60
814,"Perkins County, Nebraska",880,29.63
1409,"Perkins County, South Dakota",492,16.50
1131,"Perquimans County, North Carolina",2974,22.11
901,"Perry County, Alabama",2905,27.43
735,"Perry County, Arkansas",3324,31.82
691,"Perry County, Illinois",7340,32.84
2100,"Perry County, Indiana",999,5.17
850,"Perry County, Kentucky",8245,28.72
247,"Perry County, Mississippi",5951,48.58
906,"Perry County, Missouri",5187,27.34
1949,"Perry County, Ohio",2827,7.84
1802,"Perry County, Pennsylvania",4714,10.25
695,"Perry County, Tennessee",2594,32.77
2092,"Pershing County, Nevada",356,5.27
1117,"Person County, North Carolina",8836,22.39
1729,"Petersburg Census Area, Alaska",432,11.32
752,"Petersburg city, Virginia",10130,31.25
2285,"Petroleum County, Montana",,
511,"Pettis County, Missouri",16177,38.33
823,"Phelps County, Missouri",13306,29.47
651,"Phelps County, Nebraska",3121,33.97
1968,"Philadelphia County, Pennsylvania",114439,7.50
864,"Phillips County, Arkansas",6170,28.36
742,"Phillips County, Colorado",1401,31.54
916,"Phillips County, Kansas",1528,27.08
1548,"Phillips County, Montana",598,14.06
1581,"Piatt County, Illinois",2262,13.52
1951,"Pickaway County, Ohio",4350,7.81
231,"Pickens County, Alabama",9795,49.60
1659,"Pickens County, Georgia",3627,12.32
499,"Pickens County, South Carolina",46242,38.79
676,"Pickett County, Tennessee",1695,33.39
158,"Pierce County, Georgia",10065,53.66
475,"Pierce County, Nebraska",2887,39.73
1836,"Pierce County, North Dakota",426,9.78
1477,"Pierce County, Washington",121041,15.22
1941,"Pierce County, Wisconsin",3275,7.98
771,"Pike County, Alabama",10098,30.69
238,"Pike County, Arkansas",5540,49.07
633,"Pike County, Georgia",6159,34.47
932,"Pike County, Illinois",4383,26.68
1736,"Pike County, Indiana",1444,11.24
911,"Pike County, Kentucky",17720,27.25
332,"Pike County, Mississippi",18121,44.85
594,"Pike County, Missouri",6585,35.56
1492,"Pike County, Ohio",4281,14.91
2232,"Pike County, Pennsylvania",1351,2.35
1821,"Pima County, Arizona",98278,10.03
2080,"Pinal County, Arizona",20514,5.46
1511,"Pine County, Minnesota",4351,14.63
1811,"Pinellas County, Florida",93022,10.15
673,"Pipestone County, Minnesota",3210,33.45
2115,"Piscataquis County, Maine",855,4.88
2229,"Pitkin County, Colorado",409,2.39
1158,"Pitt County, North Carolina",36334,21.61
161,"Pittsburg County, Oklahoma",24501,53.45
868,"Pittsylvania County, Virginia",17941,28.25
2285,"Piute County, Utah",,
1399,"Placer County, California",58135,16.68
1393,"Plaquemines Parish, Louisiana",3859,16.75
1692,"Platte County, Missouri",10560,11.82
968,"Platte County, Nebraska",8327,25.83
1516,"Platte County, Wyoming",1259,14.53
1825,"Pleasants County, West Virginia",760,9.99
1917,"Plumas County, California",1667,8.33
1696,"Plymouth County, Iowa",2944,11.78
2218,"Plymouth County, Massachusetts",13159,2.66
2241,"Pocahontas County, Iowa",152,2.08
1454,"Pocahontas County, West Virginia",1368,15.69
79,"Poinsett County, Arkansas",14663,59.65
1994,"Pointe Coupee Parish, Louisiana",1580,6.93
393,"Polk County, Arkansas",8788,42.53
1013,"Polk County, Florida",148424,24.65
348,"Polk County, Georgia",18286,44.09
1648,"Polk County, Iowa",53822,12.50
1785,"Polk County, Minnesota",3311,10.48
768,"Polk County, Missouri",9565,30.72
1592,"Polk County, Nebraska",719,13.30
671,"Polk County, North Carolina",6868,33.49
1731,"Polk County, Oregon",8520,11.30
59,"Polk County, Tennessee",10658,63.35
1187,"Polk County, Texas",9475,20.86
1509,"Polk County, Wisconsin",6480,14.66
1109,"Pondera County, Montana",1392,22.62
94,"Pontotoc County, Mississippi",17404,58.10
350,"Pontotoc County, Oklahoma",16504,44.02
619,"Pope County, Arkansas",21515,34.84
1010,"Pope County, Illinois",1105,24.72
1890,"Pope County, Minnesota",978,8.89
1400,"Poquoson city, Virginia",2024,16.66
2014,"Portage County, Ohio",10589,6.56
1876,"Portage County, Wisconsin",6390,9.13
1517,"Porter County, Indiana",23857,14.52
1066,"Portsmouth city, Virginia",22450,23.50
1679,"Posey County, Indiana",3117,12.03
1870,"Pottawatomie County, Kansas",1989,9.21
143,"Pottawatomie County, Oklahoma",37727,54.33
1667,"Pottawattamie County, Iowa",11369,12.20
1657,"Potter County, Pennsylvania",2154,12.34
1138,"Potter County, South Dakota",512,21.98
220,"Potter County, Texas",60758,50.18
2149,"Powder River County, Montana",73,4.19
750,"Powell County, Kentucky",3951,31.32
1928,"Powell County, Montana",574,8.17
2018,"Power County, Idaho",508,6.50
1541,"Poweshiek County, Iowa",2682,14.18
1135,"Powhatan County, Virginia",6175,22.02
540,"Prairie County, Arkansas",3248,37.27
1701,"Prairie County, Montana",138,11.70
1450,"Pratt County, Kansas",1524,15.78
1413,"Preble County, Ohio",6940,16.42
112,"Prentiss County, Mississippi",14314,56.63
2006,"Presidio County, Texas",523,6.69
1015,"Presque Isle County, Michigan",3285,24.56
1998,"Preston County, West Virginia",2302,6.87
1453,"Price County, Wisconsin",2224,15.71
1733,"Prince Edward County, Virginia",2636,11.28
1098,"Prince George County, Virginia",8151,22.82
1190,"Prince George's County, Maryland",179374,20.77
1362,"Prince of Wales-Hyder Census Area, Alaska",965,17.36
2285,"Prince of Wales-Outer Ketchikan, Alaska",,
1873,"Prince William County, Virginia",36833,9.16
2216,"Providence County, Rhode Island",16895,2.70
1512,"Prowers County, Colorado",1835,14.62
1881,"Pueblo County, Colorado",14339,9.01
664,"Pulaski County, Arkansas",128692,33.62
689,"Pulaski County, Georgia",3959,32.96
148,"Pulaski County, Illinois",3330,54.05
1202,"Pulaski County, Indiana",2732,20.39
206,"Pulaski County, Kentucky",31865,50.53
786,"Pulaski County, Missouri",15862,30.34
959,"Pulaski County, Virginia",9065,26.00
58,"Pushmataha County, Oklahoma",7344,63.46
904,"Putnam County, Florida",20372,27.39
1165,"Putnam County, Georgia",4542,21.41
2268,"Putnam County, Illinois",67,1.12
1381,"Putnam County, Indiana",6452,17.00
375,"Putnam County, Missouri",2151,43.20
2266,"Putnam County, New York",1208,1.21
1776,"Putnam County, Ohio",3661,10.61
414,"Putnam County, Tennessee",30222,41.79
1600,"Putnam County, West Virginia",7319,13.19
270,"Quay County, New Mexico",4299,47.55
2025,"Queen Anne's County, Maryland",3072,6.43
2168,"Queens County, New York",84683,3.80
889,"Quitman County, Georgia",698,27.78
518,"Quitman County, Mississippi",3126,38.02
211,"Rabun County, Georgia",8198,50.37
1782,"Racine County, Wisconsin",20564,10.52
1187,"Radford city, Virginia",3422,20.86
718,"Rains County, Texas",3513,32.19
1368,"Raleigh County, West Virginia",13615,17.26
1048,"Ralls County, Missouri",2430,23.90
1921,"Ramsey County, Minnesota",42137,8.28
2084,"Ramsey County, North Dakota",616,5.38
241,"Randall County, Texas",59132,48.98
482,"Randolph County, Alabama",9053,39.51
251,"Randolph County, Arkansas",8689,48.36
719,"Randolph County, Georgia",2482,32.15
835,"Randolph County, Illinois",9741,29.10
1605,"Randolph County, Indiana",3437,13.13
564,"Randolph County, Missouri",9227,36.31
1186,"Randolph County, North Carolina",29662,20.93
1636,"Randolph County, West Virginia",3725,12.67
207,"Rankin County, Mississippi",71549,50.52
1817,"Ransom County, North Dakota",550,10.08
333,"Rapides Parish, Louisiana",58827,44.70
1329,"Rappahannock County, Virginia",1320,17.90
1767,"Ravalli County, Montana",4318,10.74
1276,"Rawlins County, Kansas",477,18.94
859,"Ray County, Missouri",6690,28.48
360,"Reagan County, Texas",1470,43.66
471,"Real County, Texas",1320,39.89
1189,"Red Lake County, Minnesota",851,20.81
463,"Red River County, Texas",5169,40.19
808,"Red River Parish, Louisiana",2704,29.74
1215,"Red Willow County, Nebraska",2226,20.14
1178,"Redwood County, Minnesota",3407,21.22
1354,"Reeves County, Texas",2405,17.45
563,"Refugio County, Texas",2688,36.41
983,"Reno County, Kansas",16408,25.43
2239,"Rensselaer County, New York",3424,2.15
1648,"Renville County, Minnesota",1966,12.50
1987,"Renville County, North Dakota",176,7.13
1591,"Republic County, Kansas",663,13.31
248,"Reynolds County, Missouri",3252,48.57
503,"Rhea County, Tennessee",12307,38.69
1589,"Rice County, Kansas",1344,13.33
1818,"Rice County, Minnesota",6461,10.07
1447,"Richardson County, Nebraska",1322,15.81
1041,"Richland County, Illinois",3899,24.02
1356,"Richland County, Montana",1699,17.43
1357,"Richland County, North Dakota",2842,17.41
1118,"Richland County, Ohio",27833,22.36
1023,"Richland County, South Carolina",93739,24.38
1942,"Richland County, Wisconsin",1435,7.96
297,"Richland Parish, Louisiana",9633,46.48
1066,"Richmond city, Virginia",47991,23.50
985,"Richmond County, Georgia",50922,25.39
2191,"Richmond County, New York",15270,3.26
654,"Richmond County, North Carolina",15823,33.93
442,"Richmond County, Virginia",3784,40.89
1622,"Riley County, Kansas",9144,12.86
1546,"Ringgold County, Iowa",723,14.09
1976,"Rio Arriba County, New Mexico",2960,7.35
1583,"Rio Blanco County, Colorado",899,13.49
1239,"Rio Grande County, Colorado",2357,19.67
1787,"Ripley County, Indiana",3013,10.46
1167,"Ripley County, Missouri",3016,21.39
1842,"Ritchie County, West Virginia",1013,9.69
1754,"Riverside County, California",240306,10.97
140,"Roane County, Tennessee",29502,54.45
2180,"Roane County, West Virginia",528,3.54
550,"Roanoke city, Virginia",35738,36.83
1025,"Roanoke County, Virginia",22471,24.33
1700,"Roberts County, South Dakota",1189,11.72
408,"Roberts County, Texas",391,42.09
1461,"Robertson County, Kentucky",355,15.56
371,"Robertson County, Tennessee",28690,43.28
810,"Robertson County, Texas",4935,29.69
733,"Robeson County, North Carolina",42749,31.86
1295,"Rock County, Minnesota",1794,18.52
2140,"Rock County, Nebraska",66,4.33
1562,"Rock County, Wisconsin",22177,13.83
1648,"Rock Island County, Illinois",18447,12.50
1480,"Rockbridge County, Virginia",3386,15.18
150,"Rockcastle County, Kentucky",9193,53.90
1027,"Rockdale County, Georgia",20711,24.30
2222,"Rockingham County, New Hampshire",7456,2.53
937,"Rockingham County, North Carolina",24901,26.59
1039,"Rockingham County, Virginia",18357,24.05
2077,"Rockland County, New York",17221,5.53
77,"Rockwall County, Texas",47563,60.72
12,"Roger Mills County, Oklahoma",2978,81.66
705,"Rogers County, Oklahoma",28301,32.57
2051,"Rolette County, North Dakota",842,6.04
939,"Rooks County, Kansas",1375,26.54
1900,"Roosevelt County, Montana",902,8.65
827,"Roosevelt County, New Mexico",5821,29.33
1975,"Roscommon County, Michigan",1803,7.37
1632,"Roseau County, Minnesota",1987,12.71
1292,"Rosebud County, Montana",1719,18.62
1665,"Ross County, Ohio",9548,12.23
2008,"Routt County, Colorado",1569,6.67
1621,"Rowan County, Kentucky",3004,12.87
936,"Rowan County, North Carolina",36841,26.61
299,"Runnels County, Texas",4873,46.41
1107,"Rush County, Indiana",3938,22.64
1981,"Rush County, Kansas",240,7.26
753,"Rusk County, Texas",16651,31.22
1497,"Rusk County, Wisconsin",2190,14.84
334,"Russell County, Alabama",23650,44.67
2113,"Russell County, Kansas",345,4.95
556,"Russell County, Kentucky",6436,36.64
1005,"Russell County, Virginia",7201,24.92
98,"Rutherford County, North Carolina",39251,57.88
912,"Rutherford County, Tennessee",71509,27.23
2148,"Rutland County, Vermont",2587,4.20
396,"Sabine County, Texas",4603,42.49
152,"Sabine Parish, Louisiana",13034,53.79
1046,"Sac County, Iowa",2479,23.95
1744,"Sacramento County, California",157621,11.11
2050,"Sagadahoc County, Maine",2134,6.05
1464,"Saginaw County, Michigan",30990,15.48
1975,"Saguache County, Colorado",450,7.37
528,"Salem city, Virginia",9359,37.73
2038,"Salem County, New Jersey",4109,6.22
748,"Saline County, Arkansas",33609,31.38
196,"Saline County, Illinois",12672,50.87
1514,"Saline County, Kansas",8088,14.55
817,"Saline County, Missouri",6903,29.54
1485,"Saline County, Nebraska",2147,15.12
2217,"Salt Lake County, Utah",27497,2.67
1324,"Saluda County, South Carolina",3575,17.99
557,"Sampson County, North Carolina",23212,36.59
502,"San Augustine County, Texas",3431,38.70
2116,"San Benito County, California",2694,4.87
1683,"San Bernardino County, California",243524,11.97
1837,"San Diego County, California",302320,9.77
2170,"San Francisco County, California",30348,3.77
1392,"San Jacinto County, Texas",4421,16.76
1829,"San Joaquin County, California",67940,9.91
2117,"San Juan County, Colorado",34,4.86
1473,"San Juan County, New Mexico",19905,15.31
2175,"San Juan County, Utah",535,3.63
2125,"San Juan County, Washington",735,4.66
1808,"San Luis Obispo County, California",27483,10.19
2183,"San Mateo County, California",24771,3.45
2071,"San Miguel County, Colorado",413,5.61
2083,"San Miguel County, New Mexico",1590,5.41
1157,"San Patricio County, Texas",14008,21.62
262,"San Saba County, Texas",2943,48.00
2060,"Sanborn County, South Dakota",138,5.86
1703,"Sanders County, Montana",1333,11.68
1985,"Sandoval County, New Mexico",9421,7.16
1866,"Sandusky County, Ohio",5642,9.26
1172,"Sangamon County, Illinois",42075,21.31
1671,"Sanilac County, Michigan",5233,12.14
2272,"Sanpete County, Utah",213,0.77
2061,"Santa Barbara County, California",24775,5.84
1916,"Santa Clara County, California",148599,8.34
2146,"Santa Cruz County, Arizona",2009,4.24
2092,"Santa Cruz County, California",13838,5.27
2081,"Santa Fe County, New Mexico",7839,5.44
880,"Santa Rosa County, Florida",42426,28.03
1667,"Sarasota County, Florida",46290,12.20
2058,"Saratoga County, New York",12976,5.91
1812,"Sargent County, North Dakota",388,10.13
1651,"Sarpy County, Nebraska",19736,12.43
1674,"Sauk County, Wisconsin",7498,12.10
1923,"Saunders County, Nebraska",1717,8.26
1609,"Sawyer County, Wisconsin",2162,13.06
2158,"Schenectady County, New York",6176,3.99
716,"Schleicher County, Texas",1117,32.27
774,"Schley County, Georgia",1536,30.66
2188,"Schoharie County, New York",1099,3.36
1868,"Schoolcraft County, Michigan",783,9.23
1362,"Schuyler County, Illinois",1310,17.36
406,"Schuyler County, Missouri",1869,42.18
2252,"Schuyler County, New York",329,1.79
2098,"Schuylkill County, Pennsylvania",7719,5.21
1576,"Scioto County, Ohio",10839,13.63
1564,"Scotland County, Missouri",669,13.81
1285,"Scotland County, North Carolina",6780,18.75
250,"Scott County, Arkansas",5434,48.38
678,"Scott County, Illinois",1786,33.35
1007,"Scott County, Indiana",6004,24.83
1709,"Scott County, Iowa",19206,11.62
1410,"Scott County, Kansas",814,16.49
876,"Scott County, Kentucky",13251,28.09
1880,"Scott County, Minnesota",11761,9.05
185,"Scott County, Mississippi",14646,51.82
684,"Scott County, Missouri",13017,33.21
